tool,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
evosuite,jsoup-39,org.jsoup.nodes.TextNode,1,234,100366,6771,59,0,0,0,50,50,100.0,70,64,91.42857,0,0,0.0,0,0.0,0,120,2
evosuite,threeten-extra-95,org.threeten.extra.Months,3,272,94840,5457,78,0,0,0,93,75,80.645164,54,42,77.77778,68,62,91.17647,62,91.17647,6,120,2
evosuite,ta4j-70,org.ta4j.core.indicators.statistics.PearsonCorrelationIndicator,6,265,113549,2414,9,0,0,0,24,23,95.83333,4,3,75.0,1,0,0.0,0,0.0,1,120,2
evosuite,jsoup-38,org.jsoup.select.NodeTraversor,5,269,99125,10174,28,0,0,0,77,73,94.80519,66,59,89.393936,3,0,0.0,0,0.0,3,120,2
evosuite,ta4j-59,org.ta4j.core.criteria.pnl.AverageProfitCriterion,9,283,80154,2419,8,0,2,0,18,4,22.222223,8,0,0.0,10,0,0.0,0,0.0,10,120,2
evosuite,spatial4j-52,org.locationtech.spatial4j.io.PolyshapeReader,6,272,94951,7720,43,0,0,0,75,58,77.33333,47,35,74.46808,5,0,0.0,0,0.0,5,120,2
evosuite,threeten-extra-87,org.threeten.extra.PeriodDuration,8,269,88028,5216,63,0,0,0,123,114,92.68293,78,67,85.89743,82,79,96.34146,79,96.34146,3,120,2
evosuite,collections-15,org.apache.commons.collections4.functors.DefaultEquator,3,283,77392,1140,8,0,0,0,5,5,100.0,8,7,87.5,8,8,100.0,8,100.0,0,120,2
evosuite,collections-14,org.apache.commons.collections4.bag.CollectionBag,4,262,200618,6377,54,0,0,0,44,38,86.36364,24,20,83.33333,4,0,0.0,0,0.0,4,120,2
evosuite,ta4j-53,org.ta4j.core.criteria.SqnCriterion,2,271,86043,5622,15,0,0,0,29,26,89.655174,10,7,70.0,2,0,0.0,0,0.0,2,120,2
evosuite,collections-19,org.apache.commons.collections4.iterators.ZippingIterator,1,248,80495,4161,11,0,0,0,35,35,100.0,14,14,100.0,15,15,100.0,15,100.0,0,120,2
evosuite,ta4j-81,org.ta4j.core.indicators.statistics.SimpleLinearRegressionIndicator,3,259,81455,2477,10,0,0,0,34,33,97.05882,10,9,90.0,1,0,0.0,0,0.0,1,120,2
evosuite,spatial4j-48,org.locationtech.spatial4j.shape.impl.BufferedLineString,1,224,105052,8591,54,0,8,0,54,52,96.296295,28,27,96.42857,0,0,0.0,0,0.0,0,120,2
evosuite,collections-3,org.apache.commons.collections4.iterators.SingletonIterator,2,256,9613,3878,8,0,0,0,22,22,100.0,14,14,100.0,9,9,100.0,9,100.0,0,120,2
evosuite,jsoup-34,org.jsoup.select.Evaluator,10,268,112172,12618,123,0,0,0,2,2,100.0,0,0,0.0,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-55,org.ta4j.core.aggregator.DurationBarAggregator,1,256,82453,5172,14,0,0,0,52,51,98.07692,36,35,97.22222,0,0,0.0,0,0.0,0,120,2
evosuite,threeten-extra-94,org.threeten.extra.chrono.CopticEra,6,261,77951,1663,5,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,3,100.0,0,120,2
evosuite,ta4j-57,org.ta4j.core.criteria.helpers.StandardErrorCriterion,4,279,83410,6291,11,0,0,0,11,10,90.909096,2,2,100.0,1,0,0.0,0,0.0,1,120,2
evosuite,ta4j-61,org.ta4j.core.rules.StopLossRule,2,270,80814,5198,11,0,0,0,24,24,100.0,6,6,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,threeten-extra-95,org.threeten.extra.Months,10,289,89922,2536,78,0,0,0,93,75,80.645164,54,42,77.77778,6,0,0.0,0,0.0,6,120,2
evosuite,ta4j-67,org.ta4j.core.indicators.SMAIndicator,6,262,80288,2070,8,0,0,0,10,9,90.0,2,2,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,threeten-extra-92,org.threeten.extra.chrono.Symmetry454Date,2,282,100059,6496,134,0,0,0,149,148,99.32886,80,80,100.0,1,0,0.0,0,0.0,1,120,2
evosuite,ta4j-79,org.ta4j.core.indicators.statistics.VarianceIndicator,2,279,118604,5691,9,0,0,0,15,15,100.0,2,2,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,threeten-extra-89,org.threeten.extra.chrono.Symmetry010Chronology,1,261,86954,2866,62,0,0,0,47,47,100.0,15,15,100.0,40,40,100.0,40,100.0,0,120,2
evosuite,threeten-extra-97,org.threeten.extra.scale.TaiInstant,9,270,93158,2148,52,0,0,0,64,62,96.875,24,24,100.0,52,52,100.0,52,100.0,0,120,2
evosuite,spatial4j-48,org.locationtech.spatial4j.shape.impl.BufferedLineString,6,273,112209,8568,60,0,15,0,54,47,87.03704,28,24,85.71429,2,0,0.0,0,0.0,2,120,2
evosuite,collections-12,org.apache.commons.collections4.functors.CloneTransformer,5,272,76394,1019,2,0,0,0,5,2,40.0,2,0,0.0,4,1,25.0,1,25.0,3,120,2
evosuite,spatial4j-47,org.locationtech.spatial4j.distance.DistanceUtils,10,279,109771,7728,87,0,2,0,162,153,94.44444,118,111,94.067795,6,0,0.0,0,0.0,6,120,2
evosuite,threeten-extra-100,org.threeten.extra.chrono.EthiopicEra,3,290,78893,1809,7,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,3,100.0,0,120,2
evosuite,spatial4j-51,org.locationtech.spatial4j.shape.impl.CircleImpl,4,273,112486,8732,85,0,5,0,94,90,95.74468,88,82,93.181816,2,0,0.0,0,0.0,2,120,2
evosuite,threeten-extra-99,org.threeten.extra.Seconds,6,291,103953,2501,73,0,0,0,107,74,69.158875,62,43,69.354836,73,63,86.30137,63,86.30137,10,120,2
evosuite,ta4j-54,org.ta4j.core.indicators.KAMAIndicator,6,279,104032,2192,8,0,0,0,20,20,100.0,4,4,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,collections-23,org.apache.commons.collections4.TransformerUtils,10,272,91110,5326,26,0,0,0,34,21,61.764706,4,2,50.0,10,0,0.0,0,0.0,10,120,2
evosuite,ta4j-55,org.ta4j.core.aggregator.DurationBarAggregator,5,295,84537,4821,13,0,0,0,52,49,94.230774,36,29,80.55556,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-59,org.ta4j.core.criteria.pnl.AverageProfitCriterion,4,285,80322,2360,8,0,0,0,18,4,22.222223,8,0,0.0,10,0,0.0,0,0.0,10,120,2
evosuite,spatial4j-43,org.locationtech.spatial4j.shape.SpatialRelation,1,222,77306,1170,16,0,0,0,20,20,100.0,21,21,100.0,18,18,100.0,18,100.0,0,120,2
evosuite,ta4j-58,org.ta4j.core.rules.StopGainRule,3,281,81716,5850,13,0,0,0,24,24,100.0,6,6,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,threeten-extra-96,org.threeten.extra.chrono.PaxDate,2,280,97174,6432,117,0,0,0,137,136,99.27007,113,112,99.11504,1,0,0.0,0,0.0,1,120,2
evosuite,spatial4j-46,org.locationtech.spatial4j.SpatialPredicate,6,277,95071,4020,28,0,0,0,31,31,100.0,8,8,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-64,org.ta4j.core.criteria.NumberOfBreakEvenPositionsCriterion,4,266,80594,6003,9,0,0,0,12,11,91.66667,4,3,75.0,1,0,0.0,0,0.0,1,120,2
evosuite,spatial4j-42,org.locationtech.spatial4j.shape.impl.PointImpl,6,301,95717,7299,51,0,0,0,38,38,100.0,30,27,90.0,0,0,0.0,0,0.0,0,120,2
evosuite,jsoup-37,org.jsoup.internal.ConstrainableInputStream,9,284,123668,7230,44,0,0,0,49,47,95.918365,40,39,97.5,47,46,97.87234,46,97.87234,1,120,2
evosuite,collections-6,org.apache.commons.collections4.list.TreeList,9,282,98750,4783,62,0,0,0,54,54,100.0,18,18,100.0,42,42,100.0,42,100.0,0,120,2
evosuite,spatial4j-46,org.locationtech.spatial4j.SpatialPredicate,4,278,87614,3931,29,0,1,0,31,31,100.0,8,8,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,jsoup-29,org.jsoup.select.Selector,5,266,117911,9774,29,0,0,0,32,32,100.0,14,14,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,spatial4j-48,org.locationtech.spatial4j.shape.impl.BufferedLineString,4,276,103819,8123,50,0,10,0,54,47,87.03704,28,23,82.14286,1,0,0.0,0,0.0,1,120,2
evosuite,collections-5,org.apache.commons.collections4.functors.PrototypeFactory,8,304,77333,1125,4,0,0,0,13,11,84.61539,4,4,100.0,6,5,83.33333,5,83.33333,1,120,2
evosuite,collections-7,org.apache.commons.collections4.ListUtils,5,278,94400,5831,82,0,0,0,100,100,100.0,74,71,95.945946,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-82,org.ta4j.core.analysis.Returns,10,287,86617,5798,27,0,0,0,57,49,85.96491,12,9,75.0,2,0,0.0,0,0.0,2,120,2
evosuite,ta4j-69,org.ta4j.core.Trade,6,265,89606,6072,73,0,0,0,60,51,85.0,22,21,95.454544,9,0,0.0,0,0.0,9,120,2
evosuite,spatial4j-44,org.locationtech.spatial4j.shape.impl.InfBufLine,2,270,92755,7262,41,0,2,0,49,49,100.0,42,39,92.85714,0,0,0.0,0,0.0,0,120,2
evosuite,threeten-extra-90,org.threeten.extra.LocalDateRange,2,264,95001,5582,94,0,0,0,123,115,93.49593,120,111,92.5,145,140,96.55172,140,96.55172,5,120,2
evosuite,ta4j-59,org.ta4j.core.criteria.pnl.AverageProfitCriterion,1,262,79857,5655,8,0,0,0,18,5,27.777779,8,0,0.0,10,0,0.0,0,0.0,10,120,2
evosuite,threeten-extra-84,org.threeten.extra.scale.UtcInstant,9,274,87958,2853,66,0,0,0,72,70,97.22222,34,32,94.117645,72,69,95.83333,69,95.83333,3,120,2
evosuite,ta4j-60,org.ta4j.core.utils.BarSeriesUtils,3,286,88937,6038,47,0,0,0,78,77,98.71795,74,68,91.89189,1,0,0.0,0,0.0,1,120,2
evosuite,collections-10,org.apache.commons.collections4.multimap.ArrayListValuedHashMap,6,272,95457,5715,10,0,0,0,26,26,100.0,2,2,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-71,org.ta4j.core.num.NaN,8,276,82762,1610,42,0,0,0,38,38,100.0,4,4,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,collections-1,org.apache.commons.collections4.SetUtils,10,264,91553,6000,63,0,0,0,54,54,100.0,36,35,97.22222,0,0,0.0,0,0.0,0,120,2
evosuite,collections-16,org.apache.commons.collections4.sequence.ReplacementsFinder,3,255,77541,3816,4,0,0,0,17,17,100.0,4,4,100.0,6,6,100.0,6,100.0,0,120,2
evosuite,collections-10,org.apache.commons.collections4.multimap.ArrayListValuedHashMap,2,273,174681,18009,9,0,1,0,26,26,100.0,2,2,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-71,org.ta4j.core.num.NaN,7,276,82482,1612,42,0,0,0,38,38,100.0,4,4,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,jsoup-32,org.jsoup.parser.CharacterReader,6,291,112772,4897,181,0,0,0,354,343,96.892654,274,259,94.52554,5,0,0.0,0,0.0,5,120,2
evosuite,ta4j-78,org.ta4j.core.indicators.UlcerIndexIndicator,5,290,83992,2379,9,0,0,0,19,18,94.73685,4,3,75.0,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-73,org.ta4j.core.criteria.pnl.GrossProfitCriterion,3,291,81371,6425,10,0,0,0,11,10,90.909096,4,3,75.0,1,0,0.0,0,0.0,1,120,2
evosuite,ta4j-74,org.ta4j.core.rules.TimeRangeRule,1,261,82235,5639,9,0,0,0,12,11,91.66667,4,0,0.0,3,0,0.0,0,0.0,3,120,2
evosuite,ta4j-61,org.ta4j.core.rules.StopLossRule,3,281,81049,2384,11,0,0,0,24,24,100.0,6,6,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-78,org.ta4j.core.indicators.UlcerIndexIndicator,3,276,88992,5904,10,0,0,0,19,18,94.73685,4,3,75.0,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-69,org.ta4j.core.Trade,4,269,89861,5680,76,0,0,0,60,52,86.666664,22,21,95.454544,8,0,0.0,0,0.0,8,120,2
evosuite,ta4j-72,org.ta4j.core.indicators.MACDIndicator,3,261,82891,5697,18,0,2,0,11,11,100.0,2,2,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,collections-3,org.apache.commons.collections4.iterators.SingletonIterator,7,277,8409,3847,7,0,0,0,22,22,100.0,14,14,100.0,9,9,100.0,9,100.0,0,120,2
evosuite,jsoup-38,org.jsoup.select.NodeTraversor,4,282,102738,10170,29,0,0,0,77,75,97.402596,66,59,89.393936,2,0,0.0,0,0.0,2,120,2
evosuite,collections-2,org.apache.commons.collections4.collection.CompositeCollection,7,269,131246,5283,90,0,1,0,112,111,99.10714,60,59,98.333336,68,67,98.52941,67,98.52941,1,120,2
evosuite,ta4j-55,org.ta4j.core.aggregator.DurationBarAggregator,9,277,82663,4908,13,0,0,0,52,51,98.07692,36,34,94.44444,0,0,0.0,0,0.0,0,120,2
evosuite,threeten-extra-85,org.threeten.extra.chrono.PaxEra,10,295,78493,1576,6,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,3,100.0,0,120,2
evosuite,threeten-extra-86,org.threeten.extra.chrono.AccountingEra,3,276,77701,1624,5,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,3,100.0,0,120,2
evosuite,ta4j-70,org.ta4j.core.indicators.statistics.PearsonCorrelationIndicator,10,310,84849,2077,6,0,0,0,24,23,95.83333,4,3,75.0,1,0,0.0,0,0.0,1,120,2
evosuite,threeten-extra-92,org.threeten.extra.chrono.Symmetry454Date,1,244,98566,6180,129,0,0,0,149,149,100.0,80,80,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-53,org.ta4j.core.criteria.SqnCriterion,9,275,84073,5492,14,0,0,0,29,26,89.655174,10,7,70.0,2,0,0.0,0,0.0,2,120,2
evosuite,jsoup-33,org.jsoup.nodes.Element,9,280,123898,17038,442,0,1,0,483,461,95.44513,266,223,83.83459,3,0,0.0,0,0.0,3,120,2
evosuite,ta4j-62,org.ta4j.core.indicators.helpers.LossIndicator,4,270,81995,5569,9,0,0,0,8,5,62.5,4,1,25.0,5,0,0.0,0,0.0,5,120,2
evosuite,jsoup-37,org.jsoup.internal.ConstrainableInputStream,1,232,101683,5677,25,0,0,0,49,45,91.83673,40,39,97.5,47,45,95.74468,45,95.74468,2,120,2
evosuite,collections-18,org.apache.commons.collections4.IteratorUtils,4,266,112113,7581,67,0,3,0,226,127,56.194695,142,70,49.295773,61,0,0.0,0,0.0,61,120,2
evosuite,threeten-extra-89,org.threeten.extra.chrono.Symmetry010Chronology,4,272,88055,3059,64,0,0,0,47,47,100.0,15,15,100.0,40,40,100.0,40,100.0,0,120,2
evosuite,threeten-extra-96,org.threeten.extra.chrono.PaxDate,1,251,96675,6191,116,0,0,0,137,137,100.0,113,112,99.11504,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-73,org.ta4j.core.criteria.pnl.GrossProfitCriterion,6,259,81584,5693,9,0,0,0,11,10,90.909096,4,2,50.0,2,0,0.0,0,0.0,2,120,2
evosuite,threeten-extra-86,org.threeten.extra.chrono.AccountingEra,4,281,77564,1636,4,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,3,100.0,0,120,2
evosuite,spatial4j-42,org.locationtech.spatial4j.shape.impl.PointImpl,3,269,101393,7858,55,0,0,0,38,38,100.0,30,27,90.0,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-72,org.ta4j.core.indicators.MACDIndicator,8,272,83127,6114,18,0,0,0,11,11,100.0,2,2,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,threeten-extra-92,org.threeten.extra.chrono.Symmetry454Date,4,283,100364,6797,136,0,0,0,149,149,100.0,80,80,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-61,org.ta4j.core.rules.StopLossRule,1,246,80147,2300,10,0,0,0,24,24,100.0,6,6,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,collections-13,org.apache.commons.collections4.MapUtils,9,274,186786,10,1,1,0,0,306,0,0.0,188,0,0.0,118,0,0.0,0,0.0,118,120,2
evosuite,ta4j-59,org.ta4j.core.criteria.pnl.AverageProfitCriterion,6,268,80023,2482,8,0,0,0,18,4,22.222223,8,0,0.0,10,0,0.0,0,0.0,10,120,2
evosuite,collections-21,org.apache.commons.collections4.set.CompositeSet,1,250,120181,5838,88,0,2,0,126,116,92.06349,74,63,85.13514,85,76,89.411766,76,89.411766,9,120,2
evosuite,collections-6,org.apache.commons.collections4.list.TreeList,4,274,90924,4820,60,0,0,0,54,54,100.0,18,18,100.0,42,42,100.0,42,100.0,0,120,2
evosuite,jsoup-33,org.jsoup.nodes.Element,8,276,123467,28179,285,0,1,0,483,428,88.61284,266,193,72.55639,19,0,0.0,0,0.0,19,120,2
evosuite,spatial4j-41,org.locationtech.spatial4j.io.WKTReader,3,298,112742,9726,134,0,0,0,153,121,79.08497,68,54,79.411766,24,0,0.0,0,0.0,24,120,2
evosuite,ta4j-66,org.ta4j.core.analysis.cost.LinearTransactionCostModel,3,266,80095,1728,15,0,0,0,16,15,93.75,8,7,87.5,0,0,0.0,0,0.0,0,120,2
evosuite,threeten-extra-89,org.threeten.extra.chrono.Symmetry010Chronology,6,289,87076,2870,63,0,0,0,47,47,100.0,15,15,100.0,40,40,100.0,40,100.0,0,120,2
evosuite,ta4j-70,org.ta4j.core.indicators.statistics.PearsonCorrelationIndicator,3,283,80807,5691,9,0,0,0,24,23,95.83333,4,3,75.0,1,0,0.0,0,0.0,1,120,2
evosuite,jsoup-35,org.jsoup.safety.Cleaner,4,261,93234,9116,18,0,0,0,41,39,95.12195,16,14,87.5,21,19,90.47619,19,90.47619,2,120,2
evosuite,collections-21,org.apache.commons.collections4.set.CompositeSet,4,284,125940,7300,108,0,0,0,126,124,98.4127,74,70,94.59459,85,83,97.64706,83,97.64706,2,120,2
evosuite,jsoup-33,org.jsoup.nodes.Element,3,307,113885,12068,99,0,0,0,483,355,73.49896,266,131,49.24812,50,0,0.0,0,0.0,50,120,2
evosuite,ta4j-63,org.ta4j.core.indicators.LWMAIndicator,8,278,80966,6037,10,0,0,0,17,16,94.117645,4,3,75.0,1,0,0.0,0,0.0,1,120,2
evosuite,ta4j-76,org.ta4j.core.Position,7,284,116533,6589,78,0,0,0,86,84,97.674416,52,50,96.15385,2,0,0.0,0,0.0,2,120,2
evosuite,threeten-extra-97,org.threeten.extra.scale.TaiInstant,2,274,88559,5466,60,0,0,0,64,62,96.875,24,24,100.0,52,52,100.0,52,100.0,0,120,2
evosuite,spatial4j-40,org.locationtech.spatial4j.distance.GeodesicSphereDistCalc,4,258,90867,7504,36,0,3,0,27,27,100.0,6,6,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-60,org.ta4j.core.utils.BarSeriesUtils,6,266,87195,6065,44,0,0,0,78,77,98.71795,74,67,90.54054,1,0,0.0,0,0.0,1,120,2
evosuite,collections-9,org.apache.commons.collections4.map.CompositeMap,2,257,87767,6083,26,0,0,0,92,83,90.21739,52,45,86.53847,102,96,94.117645,96,94.117645,6,120,2
evosuite,ta4j-70,org.ta4j.core.indicators.statistics.PearsonCorrelationIndicator,5,274,81809,2520,8,0,0,0,24,23,95.83333,4,3,75.0,1,0,0.0,0,0.0,1,120,2
evosuite,collections-17,org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer,7,282,82539,1394,28,0,0,0,40,40,100.0,34,34,100.0,56,56,100.0,56,100.0,0,120,2
evosuite,collections-20,org.apache.commons.collections4.map.LinkedMap,9,271,162956,20599,68,0,0,0,25,25,100.0,4,4,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,collections-8,org.apache.commons.collections4.functors.ChainedTransformer,6,280,80177,4826,13,0,0,0,20,20,100.0,10,10,100.0,15,15,100.0,15,100.0,0,120,2
evosuite,collections-25,org.apache.commons.collections4.sequence.EditScript,2,272,64080,3726,8,0,0,0,20,20,100.0,2,2,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,jsoup-36,org.jsoup.nodes.DocumentType,1,238,88965,4491,20,0,0,0,38,37,97.368416,26,26,100.0,23,23,100.0,23,100.0,0,120,2
evosuite,ta4j-80,org.ta4j.core.criteria.NumberOfConsecutivePositionsCriterion,6,263,82072,6095,14,0,0,0,22,17,77.27273,16,11,68.75,2,0,0.0,0,0.0,2,120,2
evosuite,threeten-extra-84,org.threeten.extra.scale.UtcInstant,4,283,87666,2772,64,0,0,0,72,70,97.22222,34,32,94.117645,72,69,95.83333,69,95.83333,3,120,2
evosuite,ta4j-59,org.ta4j.core.criteria.pnl.AverageProfitCriterion,2,280,80977,5995,9,0,0,0,18,10,55.555557,8,2,25.0,7,0,0.0,0,0.0,7,120,2
evosuite,threeten-extra-85,org.threeten.extra.chrono.PaxEra,1,242,77810,1657,7,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,3,100.0,0,120,2
evosuite,jsoup-33,org.jsoup.nodes.Element,10,270,122101,18829,478,0,4,0,483,450,93.1677,266,213,80.07519,10,0,0.0,0,0.0,10,120,2
evosuite,ta4j-56,org.ta4j.core.criteria.pnl.NetLossCriterion,3,278,56751,6196,11,0,0,0,11,9,81.818184,4,2,50.0,2,0,0.0,0,0.0,2,120,2
evosuite,spatial4j-44,org.locationtech.spatial4j.shape.impl.InfBufLine,3,267,93082,7539,40,0,3,0,49,49,100.0,42,39,92.85714,0,0,0.0,0,0.0,0,120,2
evosuite,collections-20,org.apache.commons.collections4.map.LinkedMap,10,291,116310,20724,59,0,1,0,25,24,96.0,4,4,100.0,1,0,0.0,0,0.0,1,120,2
evosuite,ta4j-82,org.ta4j.core.analysis.Returns,6,271,241009,14,0,0,0,0,57,0,0.0,12,0,0.0,0,0,0.0,0,0.0,0,120,0
evosuite,ta4j-55,org.ta4j.core.aggregator.DurationBarAggregator,3,279,82339,4819,10,0,0,0,52,49,94.230774,36,27,75.0,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-72,org.ta4j.core.indicators.MACDIndicator,5,292,82847,5831,17,0,0,0,11,11,100.0,2,2,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-72,org.ta4j.core.indicators.MACDIndicator,6,268,82737,5806,17,0,0,0,11,11,100.0,2,2,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-73,org.ta4j.core.criteria.pnl.GrossProfitCriterion,5,303,82216,6080,14,0,0,0,11,11,100.0,4,3,75.0,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-79,org.ta4j.core.indicators.statistics.VarianceIndicator,5,274,82460,5869,11,0,0,0,15,13,86.666664,2,1,50.0,0,0,0.0,0,0.0,0,120,2
evosuite,jsoup-39,org.jsoup.nodes.TextNode,3,269,104033,6440,55,0,0,0,50,50,100.0,70,64,91.42857,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-53,org.ta4j.core.criteria.SqnCriterion,10,286,84021,5511,14,0,0,0,29,26,89.655174,10,7,70.0,2,0,0.0,0,0.0,2,120,2
evosuite,spatial4j-47,org.locationtech.spatial4j.distance.DistanceUtils,7,271,109068,7932,89,0,3,0,162,153,94.44444,118,111,94.067795,6,0,0.0,0,0.0,6,120,2
evosuite,ta4j-68,org.ta4j.core.indicators.aroon.AroonUpIndicator,5,285,80968,5744,12,0,0,0,19,16,84.210526,6,3,50.0,2,0,0.0,0,0.0,2,120,2
evosuite,threeten-extra-100,org.threeten.extra.chrono.EthiopicEra,4,327,78760,1696,7,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,3,100.0,0,120,2
evosuite,jsoup-27,org.jsoup.parser.HtmlTreeBuilder,5,276,113068,13411,209,0,0,0,450,384,85.333336,248,189,76.20968,20,0,0.0,0,0.0,20,120,2
evosuite,threeten-extra-96,org.threeten.extra.chrono.PaxDate,6,286,98892,6286,119,0,0,0,137,136,99.27007,113,112,99.11504,1,0,0.0,0,0.0,1,120,2
evosuite,ta4j-62,org.ta4j.core.indicators.helpers.LossIndicator,7,300,241008,11,0,0,0,0,8,0,0.0,4,0,0.0,0,0,0.0,0,0.0,0,120,0
evosuite,collections-21,org.apache.commons.collections4.set.CompositeSet,10,283,110713,5840,82,0,0,0,126,120,95.2381,74,66,89.189186,85,80,94.117645,80,94.117645,5,120,2
evosuite,threeten-extra-99,org.threeten.extra.Seconds,7,279,93092,2504,78,0,0,0,107,88,82.24299,62,53,85.48387,73,72,98.630135,72,98.630135,1,120,2
evosuite,ta4j-58,org.ta4j.core.rules.StopGainRule,8,290,82115,5764,10,0,0,0,24,24,100.0,6,6,100.0,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-80,org.ta4j.core.criteria.NumberOfConsecutivePositionsCriterion,7,291,83605,6071,14,0,0,0,22,19,86.36364,16,11,68.75,1,0,0.0,0,0.0,1,120,2
evosuite,jsoup-28,org.jsoup.helper.DataUtil,3,288,236325,10642,78,0,1,0,124,91,73.3871,114,54,47.368423,95,82,86.31579,82,86.31579,13,120,2
evosuite,ta4j-73,org.ta4j.core.criteria.pnl.GrossProfitCriterion,9,279,80877,6360,9,0,0,0,11,9,81.818184,4,2,50.0,2,0,0.0,0,0.0,2,120,2
evosuite,ta4j-80,org.ta4j.core.criteria.NumberOfConsecutivePositionsCriterion,8,277,83445,6108,14,0,0,0,22,21,95.454544,16,12,75.0,0,0,0.0,0,0.0,0,120,2
evosuite,spatial4j-52,org.locationtech.spatial4j.io.PolyshapeReader,3,282,92893,7035,42,0,0,0,75,61,81.333336,47,36,76.59575,5,0,0.0,0,0.0,5,120,2
evosuite,ta4j-55,org.ta4j.core.aggregator.DurationBarAggregator,2,265,83515,4949,17,0,0,0,52,51,98.07692,36,33,91.66667,0,0,0.0,0,0.0,0,120,2
evosuite,spatial4j-51,org.locationtech.spatial4j.shape.impl.CircleImpl,9,289,108410,9060,78,0,16,0,94,90,95.74468,88,80,90.909096,6,0,0.0,0,0.0,6,120,2
evosuite,ta4j-60,org.ta4j.core.utils.BarSeriesUtils,4,270,90594,6074,45,0,0,0,78,77,98.71795,74,68,91.89189,1,0,0.0,0,0.0,1,120,2
evosuite,collections-11,org.apache.commons.collections4.bidimap.DualTreeBidiMap,9,281,87740,5880,16,0,0,0,60,29,48.333332,12,2,16.666668,18,0,0.0,0,0.0,18,120,2
evosuite,ta4j-74,org.ta4j.core.rules.TimeRangeRule,7,284,80503,6052,10,0,0,0,12,12,100.0,4,2,50.0,0,0,0.0,0,0.0,0,120,2
evosuite,ta4j-77,org.ta4j.core.criteria.helpers.VarianceCriterion,6,265,81360,6080,11,0,0,0,25,7,28.0,4,1,25.0,3,0,0.0,0,0.0,3,120,2
evosuite,threeten-extra-97,org.threeten.extra.scale.TaiInstant,4,257,93268,5522,56,0,0,0,64,62,96.875,24,24,100.0,52,52,100.0,52,100.0,0,120,2
evosuite,jsoup-35,org.jsoup.safety.Cleaner,5,262,89530,8486,17,0,0,0,41,40,97.560974,16,15,93.75,1,0,0.0,0,0.0,1,120,2
evosuite,threeten-extra-98,org.threeten.extra.chrono.CopticChronology,5,271,84325,2645,41,0,0,0,24,24,100.0,4,4,100.0,22,22,100.0,22,100.0,0,120,2
evosuite,ta4j-56,org.ta4j.core.criteria.pnl.NetLossCriterion,2,269,80943,6134,11,0,0,0,11,10,90.909096,4,2,50.0,2,0,0.0,0,0.0,2,120,2
