,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
2106,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,5,294,112900,174732,15,0,2,0,76,24,31.578945,40,7,17.5,26,0,0.0,0,0.0,26,120,2
2107,FASTJSON-9,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,8,295,118709,6661,6,0,0,0,19,6,31.578945,18,11,61.11111,6,0,0.0,0,0.0,6,120,2
2108,SPOON-9,spoon.support.reflect.cu.position.SourcePositionImpl,2,298,112547,18462,56,0,0,0,78,73,93.589745,56,48,85.71429,6,0,0.0,0,0.0,6,120,2
2109,FASTJSON-72,com.alibaba.fastjson.serializer.AwtCodec,7,313,180821,30778,75,0,0,0,192,102,53.125,106,49,46.226414,48,0,0.0,0,0.0,48,120,2
2110,SPOON-107,spoon.reflect.visitor.filter.CompositeFilter,3,301,98406,11161,11,0,0,0,26,23,88.46153,20,19,95.0,2,0,0.0,0,0.0,2,120,2
2111,FASTJSON-72,com.alibaba.fastjson.serializer.AwtCodec,2,328,120046,17225,36,0,0,0,192,95,49.479164,106,41,38.679245,51,0,0.0,0,0.0,51,120,2
2112,FASTJSON-19,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,3,295,104301,18089,22,0,0,0,68,48,70.588234,44,30,68.181816,6,0,0.0,0,0.0,6,120,2
2113,GUAVA-153,com.google.common.collect.ReverseOrdering,7,296,83655,5132,3,0,0,0,21,8,38.095238,4,2,50.0,18,4,22.222223,4,22.222223,14,120,2
2114,FASTJSON-72,com.alibaba.fastjson.serializer.AwtCodec,5,307,241009,47,0,0,0,0,192,0,0.0,106,0,0.0,0,0,0.0,0,0.0,0,120,0
2115,FASTJSON-9,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,2,305,120627,16500,5,0,1,0,19,6,31.578945,18,10,55.555557,15,9,60.000004,9,60.000004,6,120,2
2116,GUAVA-275,com.google.common.math.PairedStatsAccumulator,5,297,85618,4780,49,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0,0,120,2
2117,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,1,307,85575,15628,5,0,0,0,24,22,91.66667,4,4,100.0,6,6,100.0,6,100.0,0,120,2
2118,GUAVA-85,com.google.common.base.CaseFormat,10,295,105300,2186,43,0,0,0,30,30,100.0,12,12,100.0,15,15,100.0,15,100.0,0,120,2
2119,GUAVA-249,com.google.common.io.FileBackedOutputStream,3,305,83918,2553,26,0,0,0,50,49,98.0,16,15,93.75,30,29,96.666664,29,96.666664,1,120,2
2120,GUAVA-21,com.google.common.base.internal.Finalizer,7,299,130703,1136,2,0,0,0,65,11,16.923077,20,2,10.0,23,4,17.391304,2,8.695652,21,120,2
2121,GUAVA-275,com.google.common.math.PairedStatsAccumulator,8,285,85999,5095,48,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0,0,120,2
2122,FASTJSON-31,com.alibaba.fastjson.serializer.ASMSerializerFactory,6,304,114806,17441,29,0,0,0,1364,532,39.00293,398,142,35.678394,404,138,34.158413,138,34.158413,266,120,2
2123,GUAVA-275,com.google.common.math.PairedStatsAccumulator,2,302,86237,5304,50,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0,0,120,2
2124,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,2,299,81470,45099,5,0,3,0,25,15,60.000004,8,0,0.0,7,2,28.57143,2,28.57143,5,120,2
2125,SEATA-4,io.seata.core.protocol.MessageFuture,6,293,102062,1566,21,0,0,0,22,22,100.0,10,10,100.0,13,13,100.0,13,100.0,0,120,2
2126,FASTJSON-59,com.alibaba.fastjson.asm.Type,5,308,96125,3393,62,0,0,0,93,93,100.0,62,61,98.3871,78,78,100.0,64,82.051285,14,120,2
2127,SEATA-9,io.seata.core.rpc.netty.RpcServerHandler,2,293,83816,7452,12,0,0,0,27,27,100.0,8,7,87.5,6,6,100.0,6,100.0,0,120,2
2128,SPOON-107,spoon.reflect.visitor.filter.CompositeFilter,2,307,112703,10933,23,0,0,0,26,21,80.769226,20,16,80.0,4,0,0.0,0,0.0,4,120,2
2129,SPOON-169,spoon.support.reflect.code.CtStatementListImpl,6,302,99753,10234,10,0,0,0,80,37,46.25,36,11,30.555555,24,0,0.0,0,0.0,24,120,2
2130,SEATA-21,io.seata.core.rpc.netty.RmRpcClient,5,319,108757,44454,2,0,2,0,211,4,1.8957347,88,2,2.2727273,73,0,0.0,0,0.0,73,120,2
2131,SPOON-103,spoon.support.reflect.code.CtAssignmentImpl,8,289,99684,663,1,0,0,0,45,0,0.0,18,0,0.0,29,0,0.0,0,0.0,29,120,2
2132,FASTJSON-104,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,3,318,125028,24979,72,0,2,0,82,71,86.585365,20,17,85.0,6,0,0.0,0,0.0,6,120,2
2133,SEATA-8,io.seata.core.protocol.MergedWarpMessage,6,300,94620,8653,12,0,0,0,46,42,91.30435,14,11,78.57143,2,0,0.0,0,0.0,2,120,2
2134,FASTJSON-104,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,10,314,126613,24817,81,0,0,0,82,77,93.902435,20,17,85.0,4,0,0.0,0,0.0,4,120,2
2135,SPOON-167,spoon.support.reflect.CtExtendedModifier,3,305,81614,1669,14,0,0,0,26,26,100.0,16,16,100.0,0,0,0.0,0,0.0,0,120,2
2136,GUAVA-110,com.google.common.math.IntMath,6,291,96695,2772,149,0,0,0,180,176,97.77778,164,157,95.731705,126,126,100.0,126,100.0,0,120,2
2137,SPOON-165,spoon.reflect.visitor.AstParentConsistencyChecker,3,317,92997,11931,2,0,0,0,15,4,26.666668,8,1,12.5,6,2,33.333336,2,33.333336,4,120,2
2138,SPOON-169,spoon.support.reflect.code.CtStatementListImpl,10,286,107094,9345,12,0,0,0,80,32,40.0,36,9,25.0,29,0,0.0,0,0.0,29,120,2
2139,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,1,287,114800,21110,137,0,0,0,947,315,33.262936,570,147,25.789473,128,0,0.0,0,0.0,128,120,2
2140,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,10,291,114810,19283,93,0,0,0,947,205,21.647306,570,81,14.210526,153,0,0.0,0,0.0,153,120,2
2141,GUAVA-275,com.google.common.math.PairedStatsAccumulator,10,310,86097,4959,51,0,0,0,60,59,98.333336,38,38,100.0,75,75,100.0,75,100.0,0,120,2
2142,FASTJSON-104,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,2,301,113227,24454,41,0,1,0,82,74,90.2439,20,18,90.0,7,0,0.0,0,0.0,7,120,2
2143,GUAVA-6,com.google.common.base.Throwables,5,296,205016,4644,66,0,0,0,92,75,81.521736,38,32,84.210526,41,36,87.80488,36,87.80488,5,120,2
2144,GUAVA-197,com.google.common.primitives.Booleans,5,289,91177,2697,55,0,0,0,75,75,100.0,52,51,98.07692,92,92,100.0,92,100.0,0,120,2
2145,SEATA-16,io.seata.core.store.StoreMode,3,284,77297,1314,5,0,0,0,7,7,100.0,4,4,100.0,5,5,100.0,5,100.0,0,120,2
2146,GUAVA-260,com.google.common.collect.TreeRangeMap,1,281,94847,5464,15,0,0,0,86,46,53.488373,36,13,36.11111,20,0,0.0,0,0.0,20,120,2
2147,FASTJSON-9,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,5,310,120138,6772,5,0,0,0,19,7,36.842106,18,9,50.0,15,10,66.66667,10,66.66667,5,120,2
2148,FASTJSON-93,com.alibaba.fastjson.asm.ByteVector,4,294,89589,3235,26,0,0,0,73,72,98.630135,24,22,91.66667,73,73,100.0,44,60.273975,29,120,2
2149,GUAVA-21,com.google.common.base.internal.Finalizer,10,298,97607,1152,2,0,0,0,65,11,16.923077,20,2,10.0,23,4,17.391304,2,8.695652,21,120,2
2150,SEATA-9,io.seata.core.rpc.netty.RpcServerHandler,7,285,84661,7480,12,0,0,0,27,27,100.0,8,7,87.5,6,6,100.0,6,100.0,0,120,2
2151,FASTJSON-72,com.alibaba.fastjson.serializer.AwtCodec,4,307,117936,17859,39,0,0,0,192,95,49.479164,106,45,42.45283,51,0,0.0,0,0.0,51,120,2
2152,FASTJSON-39,com.alibaba.fastjson.serializer.StringCodec,2,301,98408,16357,21,0,0,0,45,41,91.111115,20,19,95.0,29,26,89.655174,26,89.655174,3,120,2
2153,SEATA-4,io.seata.core.protocol.MessageFuture,2,283,105254,3231,24,0,0,0,22,22,100.0,10,10,100.0,13,13,100.0,13,100.0,0,120,2
2154,SPOON-9,spoon.support.reflect.cu.position.SourcePositionImpl,4,292,112325,217665,80,0,0,0,78,72,92.30769,56,47,83.92857,8,0,0.0,0,0.0,8,120,2
2155,FASTJSON-15,com.alibaba.fastjson.util.IOUtils,10,308,175519,53,0,0,0,0,391,0,0.0,270,0,0.0,0,0,0.0,0,0.0,0,120,0
2156,FASTJSON-93,com.alibaba.fastjson.asm.ByteVector,9,292,89421,3560,30,0,0,0,73,72,98.630135,24,22,91.66667,73,73,100.0,47,64.38356,26,120,2
2157,SEATA-15,io.seata.core.rpc.netty.RpcServer,1,298,101653,27708,1,0,1,0,102,1,0.9803922,44,0,0.0,42,0,0.0,0,0.0,42,120,2
2158,FASTJSON-72,com.alibaba.fastjson.serializer.AwtCodec,9,307,241008,19271,69,0,1,0,192,93,48.4375,106,47,44.339622,56,0,0.0,0,0.0,56,120,2
2159,GUAVA-115,com.google.common.util.concurrent.SimpleTimeLimiter,5,292,241008,14,0,0,0,0,110,0,0.0,26,0,0.0,0,0,0.0,0,0.0,0,120,0
2160,FASTJSON-4,com.alibaba.fastjson.serializer.BooleanCodec,4,312,93799,16696,13,0,0,0,36,36,100.0,16,16,100.0,0,0,0.0,0,0.0,0,120,2
2161,FASTJSON-85,com.alibaba.fastjson.serializer.CharArrayCodec,6,292,92641,15298,12,0,0,0,35,22,62.857143,20,11,55.0,6,0,0.0,0,0.0,6,120,2
2162,FASTJSON-105,com.alibaba.fastjson.JSONReader,10,311,112771,19553,75,0,0,0,157,140,89.171974,63,49,77.77778,9,0,0.0,0,0.0,9,120,2
2163,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,3,317,177252,5492,33,0,1,0,59,57,96.61017,14,12,85.71429,34,34,100.0,34,100.0,0,120,2
2164,FASTJSON-19,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,6,308,100109,17297,19,0,0,0,68,50,73.52941,44,31,70.454544,6,0,0.0,0,0.0,6,120,2
2165,FASTJSON-39,com.alibaba.fastjson.serializer.StringCodec,6,297,97911,16888,19,0,0,0,45,39,86.666664,20,18,90.0,4,0,0.0,0,0.0,4,120,2
2166,FASTJSON-4,com.alibaba.fastjson.serializer.BooleanCodec,6,314,92795,16246,13,0,0,0,36,36,100.0,16,16,100.0,18,18,100.0,18,100.0,0,120,2
2167,GUAVA-85,com.google.common.base.CaseFormat,7,294,106392,5206,42,0,0,0,30,30,100.0,12,12,100.0,15,15,100.0,15,100.0,0,120,2
2168,SPOON-101,spoon.reflect.visitor.PrintingContext,2,291,103867,9516,18,0,2,0,34,25,73.52941,24,16,66.66667,7,0,0.0,0,0.0,7,120,2
2169,FASTJSON-25,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,4,303,241009,47,0,0,0,0,43,0,0.0,12,0,0.0,0,0,0.0,0,0.0,0,120,0
2170,SPOON-13,spoon.support.reflect.code.CtForImpl,8,300,138284,214395,10,0,2,0,58,48,82.75862,26,18,69.230774,6,0,0.0,0,0.0,6,120,2
2171,SEATA-4,io.seata.core.protocol.MessageFuture,4,289,81139,1480,15,0,0,0,22,22,100.0,10,10,100.0,13,13,100.0,13,100.0,0,120,2
2172,FASTJSON-49,com.alibaba.fastjson.serializer.ArraySerializer,1,278,84124,6092,3,0,0,0,28,8,28.57143,14,1,7.1428576,12,0,0.0,0,0.0,12,120,2
2173,GUAVA-110,com.google.common.math.IntMath,10,291,95863,2756,141,0,0,0,180,175,97.22222,164,156,95.12195,126,126,100.0,126,100.0,0,120,2
2174,SEATA-26,io.seata.core.rpc.netty.TmRpcClient,10,300,9999,23631,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0,64,120,2
2175,FASTJSON-105,com.alibaba.fastjson.JSONReader,2,300,108259,17556,31,0,0,0,157,40,25.477707,63,11,17.460318,51,0,0.0,0,0.0,51,120,2
2176,GUAVA-260,com.google.common.collect.TreeRangeMap,2,287,90774,5821,23,0,0,0,86,51,59.302322,36,18,50.0,18,0,0.0,0,0.0,18,120,2
2177,GUAVA-85,com.google.common.base.CaseFormat,5,300,107193,2265,47,0,0,0,30,30,100.0,12,12,100.0,15,15,100.0,15,100.0,0,120,2
2178,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,7,301,121845,14353,32,0,0,0,59,57,96.61017,14,12,85.71429,34,34,100.0,34,100.0,0,120,2
2179,SEATA-6,io.seata.core.rpc.RpcContext,4,317,107506,10697,46,0,3,0,85,81,95.29412,32,30,93.75,1,0,0.0,0,0.0,1,120,2
2180,GUAVA-249,com.google.common.io.FileBackedOutputStream,8,285,85939,5376,26,0,0,0,50,50,100.0,16,16,100.0,30,30,100.0,30,100.0,0,120,2
2181,FASTJSON-19,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,8,313,101192,18138,19,0,0,0,68,43,63.235294,44,28,63.636364,7,0,0.0,0,0.0,7,120,2
2182,FASTJSON-15,com.alibaba.fastjson.util.IOUtils,9,313,203912,17774,151,0,1,0,391,312,79.795395,270,181,67.03704,48,0,0.0,0,0.0,48,120,2
2183,GUAVA-153,com.google.common.collect.ReverseOrdering,4,301,84291,5971,5,0,0,0,21,9,42.857143,4,2,50.0,18,6,33.333336,6,33.333336,12,120,2
2184,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,2,308,113497,179406,12,0,2,0,76,28,36.842106,40,14,35.0,23,0,0.0,0,0.0,23,120,2
2185,SEATA-26,io.seata.core.rpc.netty.TmRpcClient,7,291,10163,23567,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0,64,120,2
2186,SPOON-155,spoon.support.compiler.jdt.JDTSnippetCompiler,4,306,112435,193602,14,0,2,0,25,18,72.0,8,6,75.0,6,0,0.0,0,0.0,6,120,2
2187,SPOON-107,spoon.reflect.visitor.filter.CompositeFilter,7,294,113197,12499,21,0,0,0,26,23,88.46153,20,19,95.0,2,0,0.0,0,0.0,2,120,2
2188,SEATA-4,io.seata.core.protocol.MessageFuture,9,355,100952,1576,18,0,0,0,22,21,95.454544,10,9,90.0,13,13,100.0,13,100.0,0,120,2
2189,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,6,300,113469,194957,25,0,3,0,76,28,36.842106,40,13,32.5,23,0,0.0,0,0.0,23,120,2
2190,GUAVA-174,com.google.common.collect.TopKSelector,10,307,112349,8209,25,0,0,0,79,74,93.67088,36,30,83.33333,68,64,94.117645,64,94.117645,4,120,2
2191,FASTJSON-59,com.alibaba.fastjson.asm.Type,4,322,96412,3457,63,0,0,0,93,90,96.77419,62,59,95.161285,78,74,94.871796,63,80.769226,15,120,2
2192,SPOON-101,spoon.reflect.visitor.PrintingContext,8,292,105189,8987,20,0,0,0,34,22,64.70589,24,14,58.333332,9,0,0.0,0,0.0,9,120,2
2193,GUAVA-6,com.google.common.base.Throwables,4,286,199461,5102,57,0,0,0,92,77,83.69565,38,32,84.210526,41,37,90.2439,37,90.2439,4,120,2
2194,SPOON-155,spoon.support.compiler.jdt.JDTSnippetCompiler,2,288,113424,198499,14,0,2,0,25,24,96.0,8,6,75.0,0,0,0.0,0,0.0,0,120,2
2195,FASTJSON-19,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,2,297,101577,18393,20,0,0,0,68,50,73.52941,44,30,68.181816,6,0,0.0,0,0.0,6,120,2
2196,SPOON-169,spoon.support.reflect.code.CtStatementListImpl,4,299,113725,213034,11,0,1,0,80,40,50.0,36,13,36.11111,19,0,0.0,0,0.0,19,120,2
2197,GUAVA-78,com.google.common.collect.Queues,2,308,92021,6162,29,0,0,0,75,46,61.333336,26,17,65.38461,56,39,69.64286,39,69.64286,17,120,2
2198,GUAVA-110,com.google.common.math.IntMath,3,298,96707,2866,141,0,0,0,180,175,97.22222,164,156,95.12195,126,126,100.0,126,100.0,0,120,2
2199,GUAVA-153,com.google.common.collect.ReverseOrdering,2,290,93436,5263,3,0,0,0,21,5,23.809525,4,0,0.0,18,2,11.111112,2,11.111112,16,120,2
2200,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,2,290,105299,18200,29,0,0,0,198,76,38.38384,126,47,37.30159,83,0,0.0,0,0.0,83,120,2
2201,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,10,303,105010,17391,24,0,0,0,198,56,28.282827,126,34,26.984129,102,0,0.0,0,0.0,102,120,2
2202,SEATA-16,io.seata.core.store.StoreMode,9,284,77098,1303,5,0,0,0,7,7,100.0,4,4,100.0,5,5,100.0,5,100.0,0,120,2
2203,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,8,321,114303,28515,72,0,72,0,518,125,24.131275,410,30,7.317073,149,0,0.0,0,0.0,149,120,2
2204,GUAVA-78,com.google.common.collect.Queues,5,300,106247,6440,14,0,0,0,75,34,45.333336,26,11,42.307693,56,28,50.0,28,50.0,28,120,2
2205,FASTJSON-72,com.alibaba.fastjson.serializer.AwtCodec,8,302,111793,18712,40,0,0,0,192,99,51.5625,106,46,43.396225,51,0,0.0,0,0.0,51,120,2
2206,SEATA-21,io.seata.core.rpc.netty.RmRpcClient,6,309,108442,24715,2,0,2,0,211,4,1.8957347,88,2,2.2727273,73,0,0.0,0,0.0,73,120,2
2207,FASTJSON-19,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,10,337,104050,18600,21,0,0,0,68,43,63.235294,44,29,65.909096,7,0,0.0,0,0.0,7,120,2
2208,FASTJSON-64,com.alibaba.fastjson.serializer.JSONSerializer,7,296,112664,20841,91,0,2,0,185,162,87.567566,108,87,80.55556,14,0,0.0,0,0.0,14,120,2
2209,GUAVA-110,com.google.common.math.IntMath,9,289,96016,2910,142,0,0,0,180,175,97.22222,164,156,95.12195,126,126,100.0,126,100.0,0,120,2
2210,SEATA-26,io.seata.core.rpc.netty.TmRpcClient,4,305,10214,23332,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0,64,120,2
2211,SPOON-155,spoon.support.compiler.jdt.JDTSnippetCompiler,5,299,241010,21,0,0,0,0,25,0,0.0,8,0,0.0,0,0,0.0,0,0.0,0,120,0
2212,SEATA-15,io.seata.core.rpc.netty.RpcServer,7,313,101747,24169,1,0,1,0,102,1,0.9803922,44,0,0.0,42,0,0.0,0,0.0,42,120,2
2213,FASTJSON-105,com.alibaba.fastjson.JSONReader,8,318,112579,19324,74,0,0,0,157,133,84.71338,63,48,76.190475,14,0,0.0,0,0.0,14,120,2
2214,SPOON-101,spoon.reflect.visitor.PrintingContext,1,264,99346,5193,16,0,0,0,34,22,64.70589,24,14,58.333332,8,0,0.0,0,0.0,8,120,2
2215,SPOON-103,spoon.support.reflect.code.CtAssignmentImpl,2,295,105938,637,1,0,0,0,45,0,0.0,18,0,0.0,29,0,0.0,0,0.0,29,120,2
2216,GUAVA-153,com.google.common.collect.ReverseOrdering,8,297,124426,7295,5,0,0,0,21,12,57.14286,4,2,50.0,9,0,0.0,0,0.0,9,120,2
2217,GUAVA-71,com.google.common.collect.SparseImmutableTable,5,290,92137,5142,1,0,0,0,63,22,34.920635,14,5,35.714287,16,7,43.75,7,43.75,9,120,2
2218,SPOON-11,spoon.reflect.factory.TypeFactory,8,305,108068,4415,5,0,0,0,217,75,34.562214,70,18,25.714287,83,0,0.0,0,0.0,83,120,2
2219,GUAVA-174,com.google.common.collect.TopKSelector,6,310,94652,5990,16,0,0,0,79,47,59.49367,36,16,44.444447,68,41,60.294117,41,60.294117,27,120,2
2220,SPOON-165,spoon.reflect.visitor.AstParentConsistencyChecker,7,291,95342,8859,4,0,0,0,15,11,73.333336,8,5,62.5,1,0,0.0,0,0.0,1,120,2
2221,FASTJSON-39,com.alibaba.fastjson.serializer.StringCodec,5,308,95462,6954,18,0,0,0,45,35,77.77778,20,16,80.0,29,22,75.86207,22,75.86207,7,120,2
2222,SEATA-26,io.seata.core.rpc.netty.TmRpcClient,1,292,9964,23481,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0,64,120,2
2223,FASTJSON-105,com.alibaba.fastjson.JSONReader,1,309,112485,19268,75,0,0,0,157,147,93.63058,63,51,80.952385,6,0,0.0,0,0.0,6,120,2
2224,GUAVA-153,com.google.common.collect.ReverseOrdering,9,728,88460,5083,6,0,0,0,21,6,28.57143,4,0,0.0,15,0,0.0,0,0.0,15,120,2
2225,FASTJSON-49,com.alibaba.fastjson.serializer.ArraySerializer,5,307,85082,6086,3,0,0,0,28,8,28.57143,14,1,7.1428576,12,0,0.0,0,0.0,12,120,2
2226,GUAVA-85,com.google.common.base.CaseFormat,2,315,106773,2526,47,0,0,0,30,30,100.0,12,12,100.0,15,15,100.0,15,100.0,0,120,2
2227,SEATA-9,io.seata.core.rpc.netty.RpcServerHandler,5,319,83044,7113,10,0,0,0,27,25,92.59259,8,7,87.5,6,6,100.0,6,100.0,0,120,2
2228,SEATA-15,io.seata.core.rpc.netty.RpcServer,9,280,241007,18,0,0,0,0,102,0,0.0,44,0,0.0,0,0,0.0,0,0.0,0,120,0
2229,GUAVA-45,com.google.common.primitives.Shorts,1,296,93511,2990,88,0,0,0,103,103,100.0,68,68,100.0,133,133,100.0,133,100.0,0,120,2
2230,SEATA-14,io.seata.core.protocol.transaction.BranchRegisterRequest,10,293,99480,11744,29,0,4,0,95,92,96.8421,32,30,93.75,2,0,0.0,0,0.0,2,120,2
2231,SPOON-9,spoon.support.reflect.cu.position.SourcePositionImpl,1,305,112412,15400,49,0,0,0,78,71,91.025635,56,44,78.57143,11,0,0.0,0,0.0,11,120,2
2232,SPOON-165,spoon.reflect.visitor.AstParentConsistencyChecker,4,289,94418,4099,2,0,0,0,15,11,73.333336,8,7,87.5,1,0,0.0,0,0.0,1,120,2
2233,GUAVA-275,com.google.common.math.PairedStatsAccumulator,7,292,87546,5353,50,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0,0,120,2
2234,SPOON-163,spoon.pattern.internal.node.MapEntryNode,1,296,104254,16849,22,0,2,0,38,34,89.47369,20,14,70.0,4,0,0.0,0,0.0,4,120,2
2235,FASTJSON-49,com.alibaba.fastjson.serializer.ArraySerializer,4,298,84991,6409,3,0,0,0,28,8,28.57143,14,1,7.1428576,12,0,0.0,0,0.0,12,120,2
2236,GUAVA-6,com.google.common.base.Throwables,2,298,191093,4919,62,0,0,0,92,77,83.69565,38,32,84.210526,41,37,90.2439,37,90.2439,4,120,2
2237,FASTJSON-105,com.alibaba.fastjson.JSONReader,5,308,112614,18295,74,0,0,0,157,141,89.808914,63,50,79.36508,9,0,0.0,0,0.0,9,120,2
2238,SPOON-167,spoon.support.reflect.CtExtendedModifier,7,295,81606,1855,14,0,0,0,26,26,100.0,16,16,100.0,0,0,0.0,0,0.0,0,120,2
2239,FASTJSON-59,com.alibaba.fastjson.asm.Type,6,298,96289,3381,64,0,0,0,93,93,100.0,62,61,98.3871,78,78,100.0,66,84.61539,12,120,2
2240,FASTJSON-4,com.alibaba.fastjson.serializer.BooleanCodec,1,463,92784,6721,13,0,0,0,36,34,94.44444,16,15,93.75,18,17,94.44444,17,94.44444,1,120,2
2241,FASTJSON-4,com.alibaba.fastjson.serializer.BooleanCodec,7,324,93300,16259,12,0,0,0,36,35,97.22222,16,16,100.0,0,0,0.0,0,0.0,0,120,2
2242,SPOON-165,spoon.reflect.visitor.AstParentConsistencyChecker,1,272,94567,8944,3,0,0,0,15,10,66.66667,8,5,62.5,2,0,0.0,0,0.0,2,120,2
2243,SEATA-14,io.seata.core.protocol.transaction.BranchRegisterRequest,2,287,98646,10242,34,0,3,0,95,94,98.94737,32,32,100.0,42,41,97.61904,41,97.61904,1,120,2
2244,SEATA-21,io.seata.core.rpc.netty.RmRpcClient,1,292,108506,26063,2,0,2,0,211,4,1.8957347,88,2,2.2727273,73,0,0.0,0,0.0,73,120,2
2245,SPOON-159,spoon.reflect.visitor.ModelConsistencyChecker,9,310,92668,8121,3,0,0,0,26,11,42.307693,22,1,4.5454545,14,0,0.0,0,0.0,14,120,2
2246,SEATA-14,io.seata.core.protocol.transaction.BranchRegisterRequest,1,289,99799,10519,36,0,3,0,95,94,98.94737,32,32,100.0,42,41,97.61904,41,97.61904,1,120,2
2247,FASTJSON-25,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,9,320,241008,56,0,0,0,0,43,0,0.0,12,0,0.0,0,0,0.0,0,0.0,0,120,0
2248,FASTJSON-93,com.alibaba.fastjson.asm.ByteVector,5,290,89053,3177,28,0,0,0,73,71,97.26027,24,22,91.66667,73,72,98.630135,42,57.53425,31,120,2
2249,GUAVA-260,com.google.common.collect.TreeRangeMap,9,286,92651,5814,24,0,0,0,86,50,58.139534,36,16,44.444447,19,0,0.0,0,0.0,19,120,2
2250,GUAVA-6,com.google.common.base.Throwables,7,300,221786,5144,62,0,21,0,92,74,80.434784,38,32,84.210526,41,37,90.2439,37,90.2439,4,120,2
2251,FASTJSON-9,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,3,296,216244,7015,6,0,0,0,19,6,31.578945,18,11,61.11111,15,9,60.000004,9,60.000004,6,120,2
2252,SEATA-15,io.seata.core.rpc.netty.RpcServer,2,291,102915,27408,1,0,1,0,102,1,0.9803922,44,0,0.0,42,0,0.0,0,0.0,42,120,2
2253,FASTJSON-85,com.alibaba.fastjson.serializer.CharArrayCodec,2,311,92904,6929,13,0,0,0,35,25,71.42857,20,12,60.000004,4,0,0.0,0,0.0,4,120,2
2254,GUAVA-197,com.google.common.primitives.Booleans,3,292,96451,2349,58,0,0,0,75,75,100.0,52,52,100.0,92,92,100.0,92,100.0,0,120,2
2255,FASTJSON-31,com.alibaba.fastjson.serializer.ASMSerializerFactory,7,309,114919,17664,31,0,0,0,1364,653,47.873898,398,172,43.21608,404,180,44.554455,180,44.554455,224,120,2
2256,GUAVA-153,com.google.common.collect.ReverseOrdering,5,299,90930,4596,6,0,0,0,21,10,47.61905,4,3,75.0,11,0,0.0,0,0.0,11,120,2
2257,FASTJSON-64,com.alibaba.fastjson.serializer.JSONSerializer,3,314,113177,21286,87,0,0,0,185,164,88.64864,108,87,80.55556,12,0,0.0,0,0.0,12,120,2
2258,SEATA-21,io.seata.core.rpc.netty.RmRpcClient,7,290,107732,24768,2,0,2,0,211,4,1.8957347,88,2,2.2727273,73,0,0.0,0,0.0,73,120,2
2259,GUAVA-174,com.google.common.collect.TopKSelector,8,289,89715,5239,19,0,0,0,79,43,54.430378,36,9,25.0,68,26,38.235294,26,38.235294,42,120,2
2260,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,10,688,115590,25672,34,0,33,0,518,187,36.100388,410,78,19.02439,110,0,0.0,0,0.0,110,120,2
2261,GUAVA-6,com.google.common.base.Throwables,9,288,170161,4493,61,0,0,0,92,77,83.69565,38,32,84.210526,41,37,90.2439,37,90.2439,4,120,2
